# numFound=77 rows=77 query=title:("turing machine" OR "computable numbers") AND mediatype:texts
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
what-is-a-turing-machine			PoisonPencil	What Is A Turing Machine?		opensource
arxiv-1206.0207				Probabilistic Turing Machine and Landauer Limit		arxiv; journals
conscious-turing-machine				Conscious Turing Machine	eng	folkscanomy_science; folkscanomy
turing-machine-game-g-4-g-15-071-1				The Game Turing Machine		opensource
sabrina-190319				How to compute with an infinite time Turing machine?	fil	folkscanomy_science; folkscanomy
smulation-of-a-turing-machine				Smulation Of A Turing Machine		folkscanomy_science; folkscanomy
41-herken-ed.-95-the-universal-turing-machine				The Universal Turing Machine	English	opensource; community; fav-marccic
turingmachinetaskanalysis				Turing Machine Task Analysis	English	folkscanomy_science; folkscanomy
turing-machine-and-automata-simulators				Turing Machine And Automata Simulators		folkscanomy_science; folkscanomy
turing-machine-as-an-ecological-model-for-task-analysis				Turing Machine As An Ecological Model For Task Analysis	English	folkscanomy_science; folkscanomy
turing-machine-variations				Turing Machine Variations		folkscanomy_science; folkscanomy
arxiv-1508.03174	2015-08-13T00:00:00Z	2015	Victor Hernandez-Urbina	Logical N-AND Gate on a Molecular Turing Machine	English	arxiv; journals
ma-3-9-1				Methods for understanding Turing machine computations		opensource
arxiv-cs0608067	2006-08-16T00:00:00Z	2006	Tetsushi Matsui	On Polynomial Time Computable Numbers		arxiv; journals
turing-machine-simulator-and-its-underlying-mechanism				Turing Machine Simulator And Its Underlying Mechanism		folkscanomy_science; folkscanomy
turingmachineuni0000rend	2015-01-01T00:00:00Z	2015	Rendell, Paul	Turing machine universality of the game of life	eng	internetarchivebooks; nationaluniversity; printdisabled; fav-gone_to_persia; fav-mirrshad
your-turing-machine-or-mine				Your Turing Machine Or Mine		folkscanomy_science; folkscanomy
annotatedturingg0000petz	2008-01-01T00:00:00Z	2008	Petzold, Charles, 1953-	The annotated Turing : a guided tour through Alan Turing's historic paper on computability and the Turing machine	eng	internetarchivebooks; printdisabled; fav-alexs11111; fav-apoorv_mhaswade; fav-arch0172; fav-arisbe_a_guess_at_the_riddle; fav-awufl; fav-beneventus; fav-catalinc; fav-celeste_cassi
arxiv-1410.1017	2014-10-03T00:00:00Z	2014	Verónica Becher; Yann Bugeaud; Theodore A. Slaman	The Irrationality Exponents of Computable Numbers		arxiv; journals
arxiv-1203.1335	2012-03-06T00:00:00Z	2012	Ilir Capuni; Peter Gacs	A Turing Machine Resisting Isolated Bursts Of Faults	English	arxiv; journals
