# numFound=39 rows=39 query=creator:"Smeaton, John"
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
b30509440	1754-01-01T00:00:00Z	1754	Smeaton, John, 1724-1792	An account of some experiments upon a machine for measuring the way of a ship at sea	eng	wellcomelibrary; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
10048839bsb	1812-01-01T00:00:00Z	1812	Smeaton, John	Reports. 2	English	german-online-libraries; booksbylanguage_german; booksbylanguage
bim_eighteenth-century_a-report-relative-to-tyn_smeaton-john_1772	1772-01-01T00:00:00Z	1772	Smeaton, John	A report relative to Tyne Bridge. 1772	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_an-historical-report-on-_smeaton-john_1791	1791-01-01T00:00:00Z	1791	Smeaton, John	An historical report on Ramsgate harbour: written by order of, and addressed to the trustees. By John Smeaton, ... 1791	English	pub_eighteenth-century; bim_microfilm; microfilm
10048838bsb	1812-01-01T00:00:00Z	1812	Smeaton, John	Reports. 1	English	german-online-libraries; booksbylanguage_german; booksbylanguage
bim_eighteenth-century_the-report-of-john-smeat_smeaton-john-1724-1792_1767	1767-01-01T00:00:00Z	1767	Smeaton, John, 1724-1792.	The report of John Smeaton ... concerning the practicability and expence of joining the rivers Forth and Clyde by a navigable canal, ... With a map of the country and a plan of the	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_a-description-of-a-new-p_smeaton-john_1755	1755-01-01T00:00:00Z	1755	Smeaton, John.	A description of a new pyrometer, with a table of experiments made therewith. By J. Smeaton, F.R.S. 1755	English	pub_eighteenth-century; bim_microfilm; microfilm
india.history.resource.94384	1791-01-01T00:00:00Z	1791	Smeaton, John	A Narrative of the Building and a Description of the Construction of the Edystone Lighthouse with Stone, to which is subjoined an appendix giving some account of the Lighthouse on 	eng	IndiaHistory; JaiGyan
10048840bsb	1812-01-01T00:00:00Z	1812	Smeaton, John	Reports. 3	English	german-online-libraries; booksbylanguage_german; booksbylanguage
bim_eighteenth-century_the-further-report-of-jo_smeaton-john_1782	1782-01-01T00:00:00Z	1782	Smeaton, John	The further report of John Smeaton, engineer; in answer to the queries proposed by the company of undertakers of the Grand Canal, the 3d of August, 1773. 1782	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_an-account-of-some-exper_smeaton-john_1754	1754-01-01T00:00:00Z	1754	Smeaton, John.	An account of some experiments upon a machine for measuring the way of a ship at sea. By J. Smeaton, F.R.S. 1754	English	pub_eighteenth-century; bim_microfilm; microfilm
bim_eighteenth-century_experimental-enquiry-con_smeaton-john-f-r-s-_1794	1794-01-01T00:00:00Z	1794	Smeaton, John, F. R. S., Civil Engineer.	Experimental enquiry concerning the natural powers of wind and water to turn mills and other machines depending on a circular motion. 1794	English	pub_eighteenth-century; bim_microfilm; microfilm
jstor-104686	1749-01-01T00:00:00Z	1749	Smeaton, John	An Account of Some Improvements of the Mariners Compass, in Order to Render the Card and Needle, Proposed by Doctor Knight, of General Use, by John Smeaton, Philosophical Instrumen	eng	jstor_philtran1683177; jstor_ejc; journals
