# numFound=96 rows=96 query=creator:"Babbage, Charles"
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
bub_gb_YvkGuGq0JKcC	1833-01-01T00:00:00Z	1833	Babbage, Charles, 1791-1871	Traité sur l'économie des machines et des manufactures	fre	europeanlibraries
bub_gb_C2sYl7PskYgC	1837-01-01T00:00:00Z	1837	Babbage, Charles, 1791-1871	The ninth Bridgewater treatise	eng	americana
expositionorvie00babbgoog	1968-01-01T00:00:00Z	1968	Babbage, Charles, 1791-1871	The Exposition of 1851	eng	europeanlibraries; fav-am239; fav-faneca; fav-michael_gubb; fav-nicholas_michael; fav-ontologylinks; fav-vszabo
traitsurlconomi00babbgoog	1834-01-01T00:00:00Z	1834	Babbage, Charles, 1791-1871	Traité sur l'économie des machines et des manufactures	fre	americana
synapseml_gutenberg_reflections_on_the_decline_of_science_in			Babbage, Charles, 1791-1871	Reflections on the Decline of Science in England, and on Some of Its Causes	English	gutenberg-audiobooks; audio_bookspoetry
conomiedesmachi00labogoog	1880-01-01T00:00:00Z	1880	Charles Babbage , Charles Pierre Lefebvre de Laboulaye	Économie des machines et des manufactures d'aprés l'ouvrage anglais de Ch. Babbage ...	French	americana
charlesbabbagel00babb	1833-01-01T00:00:00Z	1833	Babbage, Charles, 1791-1871, author, correspondent	Charles Babbage letter to Sir John Lubbock, dated 22 August 1833	eng	smithsonian
passagesfromlife0000babb	1994-01-01T00:00:00Z	1994	Babbage, Charles, 1791-1871	Passages from the life of a philosopher	eng	internetarchivebooks; inlibrary; printdisabled; fav-charleneleon; fav-conail; fav-elizabeth_monachan906; fav-louzeta; belmont-ol; dartmouthlibrary-ol; gwulibraries-ol; johnshopkins
expositionof18510000babb	1968-01-01T00:00:00Z	1968	Babbage, Charles, 1791-1871	The Exposition of 1851	eng	internetarchivebooks; printdisabled; fav-jscull
examplesofsoluti00babbrich	1820-01-01T00:00:00Z	1820	Babbage, Charles, 1791-1871	Examples of the solutions of functional equations	eng	cdl; americana
bub_gb_CPdRAAAAcAAJ	1834-01-01T00:00:00Z	1834	Babbage, Charles, 1791-1871	Traité sur l'économie des machines et des manufactures Elektronische Daten	fre	europeanlibraries
passagesfromlife0005babb	1994-01-01T00:00:00Z	1994	Babbage, Charles, 1791-1871	Passages from the life of a philosopher	eng	trent_university; internetarchivebooks; inlibrary; printdisabled; fav-poorneema
10708873bsb	1833-01-01T00:00:00Z	1833	Babbage, Charles	Ueber Maschinen- und Fabrikenwesen	German	german-online-libraries; booksbylanguage_german; booksbylanguage
oneconomyofmanuf00babbiala	1832-01-01T00:00:00Z	1832	Babbage, Charles, 1791-1871	On the economy of manufactures	eng	cdl; americana; fav-aveholle; fav-mlmoore57; fav-vicig
india.history.resource.37569	1827-01-01T00:00:00Z	1827	Babbage Charles	Table of Logarithms of the Natural Numbers From 1 to 108000	eng	IndiaHistory; JaiGyan
bub_gb_2T0AAAAAQAAJ	1864-01-01T00:00:00Z	1864	Babbage, Charles	Passages from the life of a philosopher	eng	europeanlibraries
ninthbridgewatai00babb	1837-01-01T00:00:00Z	1837	Babbage, Charles, 1791-1871; Herschel, John F. W. (John Frederick William), Sir, 1792-1871, (association)	The ninth Bridgewater treatise; a fragment	eng	thomasfisher; toronto; university_of_toronto; fav-bee303; fav-ccy2020; fav-cuckooclock; fav-datninja_gaming; fav-niandralades7; fav-noahgrey; fav-y_k_k_
dli.bengal.10689.13631	1851-01-01T00:00:00Z	1851	BABBAGE, CHARLES	THE EXPOSITION ED. 2ND(1851)	eng	digitallibraryindia; JaiGyan
india.history.resource.117183	1830-01-01T00:00:00Z	1830	Babbage, Charles	Reflections on the Decline of Science in England and on some of its Causes	eng	IndiaHistory; JaiGyan
bub_gb_qD5wRgrz20kC	1844-01-01T00:00:00Z	1844	Babbage, Charles, 1791-1871	Table of the logarithms of the natural numbers from 1 to 108000	eng	europeanlibraries; fav-remastery
bub_gb_DP0JAAAAIAAJ	1833-01-01T00:00:00Z	1833	Babbage, Charles, 1791-1871	Traité sur l'économie des machines et des manufactures	fre	americana
