# numFound=192 rows=192 query=creator:"Pinchot, Gifford"
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
whitepineastudy00gravgoog	1896-01-01T00:00:00Z	1896	Pinchot, Gifford, 1865-; Graves, Henry Solon, 1871- joint author	The white pine; a study, with tables of volume and yield	eng	americana
trainingaforest00pincgoog	1914-01-01T00:00:00Z	1914	Pinchot, Gifford, 1865-1946	The training of a forester	eng	americana
igovernmentfore00ferngoog	1891-01-01T00:00:00Z	1891	Pinchot, Gifford, 1865-1946; Bowers, Edward Augustus, 1857-1924; Fernow, Bernhard Eduard, 1851-1923	I. Government forestry abroad	eng	americana
cu31924003228529	1917-01-01T00:00:00Z	1917	Pinchot, Gifford, 1865-1946	The training of a forester	eng	cornell; biodiversity; americana; fav-dursunbas; fav-swswswswsw; fav-thomas_scheffler
timbertreesandf00ashegoog	1897-01-01T00:00:00Z	1897	Pinchot, Gifford, 1865-; Ashe, W. W. (William Willard), 1872-1932, joint author	Timber trees and forests of North Carolina	eng	americana
fightforconserva00pinc	1910-01-01T00:00:00Z	1910	Pinchot, Gifford, 1865-1946	The fight for conservation	eng	cdl; americana; fav-sdeandrade
whitepinestudywi00pincuoft	1896-01-01T00:00:00Z	1896	Pinchot, Gifford, 1865-1946; Graves, Henry S. (Henry Solon), 1871-	The white pine; a study, with tables of volume and yield	eng	robarts; biodiversity; toronto; university_of_toronto
jstor-25106242	1908-11-01T00:00:00Z	1908	Pinchot, Gifford	The Foundations of Prosperityx	eng	jstor_nortamerrev; jstor_ejc; journals
countrychurchdec00gilluoft	1913-01-01T00:00:00Z	1913	Gill, Charles Otis, 1868-1937?; Federal Council of the Churches of Christ in America; Pinchot, Gifford, 1865-1946	The country church : the decline of its influence and the remedy	eng	robarts; toronto; university_of_toronto; fav-aechylus1; fav-jp771
sixthousandcoun01pincgoog	1919-01-01T00:00:00Z	1919	Gill, Charles Otis, 1868-1937?; Pinchot, Gifford, 1865-1946, joint author	Six thousand country churches	eng	americana
sixthousandcountstc00gill	1919-01-01T00:00:00Z	1919	Gill, Charles Otis; Pinchot, Gifford, 1865-1946, joint author	Six thousand country churches	eng	Princeton; americana; fav-violetmckenzie
fightforconserva0000pinc	1967-01-01T00:00:00Z	1967	Pinchot, Gifford, 1865-1946, author	The fight for conservation	eng	internetarchivebooks; inlibrary; printdisabled; binghamton-ol
forestplantingin37pinc	1909-01-01T00:00:00Z	1909	Pinchot, Gifford; United States. Forest Service	Forest planting in the sand-hill region of Nebraska	eng	usda-circularforestservice; usdanationalagriculturallibrary; fedlink; americana; biodiversity
firstexpositiono00good	1914-01-01T00:00:00Z	1914	Goodman, William M; Pinchot, Gifford, 1865-1946; Ellis, Don Carlos; Lathrop, Julia Clifford, 1858-1932	The first exposition of conservation and its builders; an official history of the National conservation exposition, held at Knoxville, Tenn., in 1913 and of its forerunners, the Ap	eng	west_virginia_university; americana
CAT31299265	1908-01-01T00:00:00Z	1908	United States. Forest Service; Pinchot, Gifford, 1865-1946; Smith, George Otis, 1871-1944; Marshall, R. B. (Robert Bradford), 1867-1949	Forest atlas of the national forests of the United States. Luquillo Porto Rico folio	eng	usda-forestatlas; usdanationalagriculturallibrary; fedlink; fav-gooney_dodo; fav-swswswswsw
CAT31292373	1907-01-01T00:00:00Z	1907	United States. Forest Service; Pinchot, Gifford, 1865-1946; Smith, George Otis, 1871-1944	Forest atlas of the national forests of the United States. Madison folio	eng	usda-forestatlas; usdanationalagriculturallibrary; fedlink; fav-swswswswsw
CAT31301915	1908-01-01T00:00:00Z	1908	United States. Forest Service; Pinchot, Gifford, 1865-1946; Smith, George Otis, 1871-1944	Forest atlas of the national forests of the United States. Sitgreaves folio	eng	usda-forestatlas; usdanationalagriculturallibrary; fedlink; fav-swswswswsw
