# numFound=13 rows=13 query=creator:"Watt, James, 1736-1819"
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
selectedpapersof00boul	1981-01-01T00:00:00Z	1981	Boulton, Matthew, 1728-1809; Watt, James, 1736-1819; Tann, Jennifer, 1939-	The selected papers of Boulton & Watt	eng	internetarchivebooks; inlibrary; printdisabled; fav-lucske008; fav-prash_neo; fav-selginzk; fav-weeredthread; binghamton-ol; dartmouthlibrary-ol; johnshopkins-ol; riceuniversity-ol
b21438912	1795-01-01T00:00:00Z	1795	Watt, James, 1736-1819; Carrick, Andrew, 1767-1837, Provenance; Bristol Medical Library Society, Provenance; University of Bristol. Library	Description of a pneumatic apparatus, with directions for procuring the factitious airs	eng	universityofbristol; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
b21438924	1796-01-01T00:00:00Z	1796	Watt, James, 1736-1819; Carrick, Andrew, 1767-1837, Provenance; Bristol Medical Library Society, Provenance; University of Bristol. Library	Supplement to the description of a pneumatic apparatus, for preparing factitious airs : containing a description of a simplified apparatus, and of a portable apparatus	eng	universityofbristol; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
b21439011	1794-01-01T00:00:00Z	1794	Beddoes, Thomas, 1760-1808; Watt, James, 1736-1819; University of Bristol. Library	Considerations on the medicinal use of factitious airs, and on the manner of obtaining them in large quantities : in two parts	eng	universityofbristol; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
correspondenceof00wattrich	1846-01-01T00:00:00Z	1846	Watt, James, 1736-1819; Muirhead, James Patrick, 1813-1898. ed; Cavendish, Henry, 1731-1810; Meusnier de la Place, Jean Baptiste Marie Charles, 1574-1793; Lavoisier, Antoine Lauren	Correspondence of the late James Watt on his discovery of the theory of the composition of water. with a letter from his son	eng	cdl; americana; fav-claudio_a_cama_o_silva; fav-erich_von_dalkenshield; fav-giovanni37; fav-kanki; fav-lucas_a_silva
b21438973	1796-01-01T00:00:00Z	1796	Beddoes, Thomas, 1760-1808; Watt, James, 1736-1819; Kentish, Edward, -1832, Provenance; Bristol Medical Library Society, Provenance; University of Bristol. Library	Medical cases and speculations : including parts IV. and V. of Considerations on the medicinal powers, and the production of factitious airs	eng	universityofbristol; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
b21438985	1796-01-01T00:00:00Z	1796	Beddoes, Thomas, 1760-1808; Watt, James, 1736-1819; Carrick, Andrew, 1767-1837, Provenance; Bristol General Hospital, Provenance; Bristol Medico-Chirurgical Society. Library, Prove	Considerations on the medicinal use, and on the production of factitious airs	eng	universityofbristol; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary; fav-kpanks29
b30741208	1854-01-01T00:00:00Z	1854	Watt, James, 1736-1819	Specification of James Watt : furnaces and fire-places	eng	wellcomelibrary; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
jameswattletter00watt	1797-01-01T00:00:00Z	1797	Watt, James, 1736-1819, author, correspondent	James Watt letter to Samuel Lysons, dated Heathfield, Handsworth, Birmingham, England, 1 December 1797	eng	smithsonian
b21438961	1795-01-01T00:00:00Z	1795	Beddoes, Thomas, 1760-1808; Watt, James, 1736-1819; Kentish, Edward, -1832, Provenance; Bristol Medical Library Society, Provenance; University of Bristol. Library	Considerations on the medicinal use, and production of factitious airs. Part III	eng	universityofbristol; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
b2143895x	1795-01-01T00:00:00Z	1795	Beddoes, Thomas, 1760-1808; Watt, James, 1736-1819; Kentish, Edward, -1832, Provenance; Bristol Medical Library Society, Provenance; University of Bristol. Library	Considerations on the medicinal use, and on the production of factitious airs	eng	universityofbristol; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary
partnersinscienc0000watt	1970-01-01T00:00:00Z	1970	Watt, James, 1736-1819	Partners in science : letters of James Watt & Joseph Black	eng	internetarchivebooks; inlibrary; printdisabled; fav-bria_stefani_king
jameswatt00rolt	1963-01-01T00:00:00Z	1963	Rolt, L. T. C., 1910-1974; Watt, James, 1736-1819	James Watt	eng	internetarchivebooks; inlibrary; printdisabled; fav-davidszo
