# numFound=466 rows=100 query=title:("Punkt und Linie zu Fläche" OR "Über das Geistige in der Kunst" OR "Klänge" OR "Rückblick")
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
media-ccc-de-rc3-11343-ruckblick_auf_ein_turbulentes_jahr_digitale_schule	2020-12-30T00:00:00Z	2020	tubeup.py	Rückblick auf ein turbulentes Jahr digitale Schule		rc3; hackercons; fav-thegreenflyingkiwi
verloreneklange0000unse	1969-01-01T00:00:00Z	1969		Verlorene Klange	eng	internetarchivebooks; inlibrary; printdisabled
KlaTvSteigtWeiterAufTrotzMassiverMedialerZensurNRueckblick2024_klatv-31457	2025-01-01T00:00:00Z	2025	Kla.TV	Kla.TV steigt weiter auf trotz massiver medialer Zensur – Rückblick 2024	ger	klatv; fringe; deemphasize; loggedin
HistorischerRueckblickEineImpfPflichtKonnteMasernNochNieAusrotten_klatv-5472	2015-03-04T00:00:00Z	2015	Kla.TV	Historischer Rückblick: eine Impf-Pflicht konnte Masern noch nie ausrotten	ger	klatv; fringe; deemphasize; loggedin
MN41734ucmf_0	1874-01-01T00:00:00Z	1874	Holtzmann, Heinrich	Sonst und Jetzt in Kirche und Theologie [microform] : ein Rückblick auf die letzten hundert Jahre	ger	microfilm
11003866bsb	1870-01-01T00:00:00Z	1870	Marbach, Gotthard Oswald	Das Halljahr Deutschlands: Klänge und Lieder. 9	German	german-online-libraries; booksbylanguage_german; booksbylanguage
rcin.org.pl.WA51_200239_PTG12134-1-r1924_Die-Umsegelung-Asien_214187	1924-01-01T00:00:00Z	1924		Die Umsegelung Asiens und Europas auf der Vega : mit einem historischen Rückblick auf frühere Reisen längs der Nordküste der Alten Welt. Bd. 1	ger	polishpublicdomain
perma_cc_HG33-Z4U7	2021-01-01T00:00:00Z	2021		HG33-Z4U7: Rückblick auf einen turbulenten Tag - news.ORF.at		perma_cc
storiadomoguror00manugoog	1690-01-01T00:00:00Z	1690	Bendeler, Johann Philipp, b 1660? [from old catalog]	Organopoeia, oder Unterweisung/wie eine orgel nach ihren hauptsteucken/als mensuriren/abtheilung derer laden/zufall des windes/stimmung oder temperatur &c, aus wahren mathematische	ger	americana; fav-agentld0903; fav-corlejb0
unset0000unse_n2u2	1913-01-01T00:00:00Z	1913	MEINEN ELTERN	KANDINSKY KLANGE	eng	internetarchivebooks; fav-magnus_bjorr; fav-rumeysa_elif_demirel; fav-spirojackalgod
IA41546804_0015	1910-01-01T00:00:00Z	1910	Wick, Wilhelm	Die landesherrlichen Eisenhütten und Hämmer im ehemaligen Kurhessen bis zum Ende des XVII. Jahrhunderts: Mit einem Rückblick auf die ältere Eisengewinnung.	German	theses-and-dissertations; leiden-university
stapfia-96-195-209	2012-01-01T00:00:00Z	2012	Huss, Herbert	Pilzkrankheiten im Ackerbau - Historischer Rückblick und aktuelle Entwicklungen	German	taxonomyarchive
dieventrikulocis0000chri	1961-01-01T00:00:00Z	1961	Christoph Kaufer	Die Ventrikulo-Cisternostomie Nach Torkildsen Ein Ruckblick und Bericht uber 100 operierte Patienten	eng	internetarchivebooks; lanemedicallibrary; printdisabled; inlibrary
nqcy7ujk24f6nbynm0r9mtfoba9dg3selfgc0ljd	2020-12-28T00:00:00Z	2020	Autschpotatoe - Der Podcast phür phaule Philosophen	Rückblick, Ausblick, Durchblick		podcasts_mirror_bobarchives; podcasts_mirror
twitch-clips-1054193091	2021-02-16T00:00:00Z	2021	SillaBoo	Keine schönen Klänge mehr		twitchclips; gamevideos
500JahreRueckblickChaosWeltgeschichteEntwirrtVonIvoSasek_klatv-24621	2022-12-31T00:00:00Z	2022	Kla.TV	500 Jahre Rückblick - Chaos Weltgeschichte entwirrt (von Ivo Sasek)	ger	klatv; fringe; deemphasize; loggedin
BiblioFBK-DNVF-INT1146	1979-09-11T00:00:00Z	1979	Tenbruck, Friedrich	Die Grundlagen der Bundesrepublik Deutschland in der Ära Adenauer. Ein Rückblick	German	nuova-voce; biblio-fbk; europeanlibraries
georg-droscher-staatstheater-zu-berlin-statistischer-ruckblick	1936-01-01T00:00:00Z	1936	Georg DRÖSCHER, Staatstheater Berlin	Georg DRÖSCHER - Staatstheater zu Berlin - Statistischer Rückblick 1886 - 1935	ger	opera-on-paper; patron-library-collection
abend-klange-walzer	1842-01-01T00:00:00Z	1842	Maximilian Joseph	Abend-Klänge: Walzer für das Pianoforte	ger	accademia-delle-scienze-torino; europeanlibraries; fav-yoshiyamadeep
w9x6nvebdxe8pzxqdg7kbw9m3egccncij1i18eqq	2019-12-28T00:00:00Z	2019	Auf ein Bier von Gamespodcast.de	Runde 247: 2019 - Der Rückblick		podcasts_mirror_bobarchives; podcasts_mirror
ruckblickaufmein0000augu	1947-01-01T00:00:00Z	1947	Auguste Forel	Ruckblick Auf Mein Leben	eng	internetarchivebooks; printdisabled; inlibrary
78_rckblick-winterreise-irrlicht-winterreise_hsch-gerhard-mller-hanns-udo			Hüsch, Gerhard; Müller, Hanns Udo	Rückblick ~ "Winterreise"; Irrlicht ~ "Winterreise"		78rpm_charm; 78rpm; audio_music
harfenklngesam02snoe	1900-01-01T00:00:00Z	1900	Snoer, Johannes, 1868-1936; Schumann, Robert, 1810-1856. Album für die Jugend. Selections; arr	Harfen-Klänge : Sammlung klassischer Stücke für Harfe übertragen	zxx	byuinternationalharparchive; brigham_young_university; americana
ydu4imq5xo7eadt7xbpwiil3mapv8wmn24prcscw	2021-12-21T00:00:00Z	2021	Der PERSÖNLICHKEITS-TALK Podcast - Inspiration, neues Denken, bewusstes Wachstum	#284 Fünf Fragen als Rückblick auf das Jahr 2021		podcasts_mirror_bobarchives; podcasts_mirror
grossherzogliches-hoftheater-darmstadt-theater-jahr-1917-1918	1918-01-01T00:00:00Z	1918	Joh. Conr. Herbert'sche Hofdruckerei Nachfolger Dr. Adolf Koch	Großherzogliches Hoftheater Darmstadt - Statistischer Rückblick auf das Theater-Jahr 1917-1918	ger	opera-on-paper; patron-library-collection
imslp-aus-ungarn-op286-necke-hermann	1895-01-01T00:00:00Z	1895	Necke, Hermann	Klänge aus Ungarn, Op.286		imslp; patron-library-collection
mcmec43rtocopcp1iaenswezicdxe9178x6dukif	2016-06-16T00:00:00Z	2016	Auf ein Bier von Gamespodcast.de	Runde #63 (ft. Jorg Langer): Ein Tyrann. Ein Visionär. Ein Rückblick.		podcasts_mirror_bobarchives; podcasts_mirror
8nbulldktet3gcuppd7fmley4vcohqb4zskthuue	2024-02-29T00:00:00Z	2024	Wrestling-Infos.de Podcast	Cody Rhodes bei Wrestlemania gegen The Rock UND Roman Reigns? - Tiffany Stratton als potentieller neuer Star im Damenbereich? - Rückblick auf die Elimination Chamber - W-IPin Wrest		podcasts_mirror_bobarchives; podcasts_mirror
dp5evupzoszg07t85k7s69s7pknussamwya1epjv	2018-12-25T00:00:00Z	2018	Der PERSÖNLICHKEITS-TALK Podcast - Inspiration, neues Denken, bewusstes Wachstum	#127 Rückblick 2018		podcasts_mirror_bobarchives; podcasts_mirror
ddohdz6acnchit5etfacvd7qzr3fatlypg2zthxf	2020-12-10T00:00:00Z	2020	Wrestling-infos.de Podcast	Shuyaku - Japan Roundup: NOAH, Big Japan, Dragon Gate und Zero1 im Rückblick		podcasts_mirror_bobarchives; podcasts_mirror
ruckblickaufsein0000adol	1952-01-01T00:00:00Z	1952	adolf schlatters	ruckblick auf seine lebensarbeit	eng	internetarchivebooks; graduatetheologicalunion; printdisabled; inlibrary
rcin.org.pl.WA51_200270_PTG12134-2-r1882_Die-Umsegelung-Asien_214188	1882-01-01T00:00:00Z	1882		Die Umsegelung Asiens und Europas auf der Vega : mit einem historischen Rückblick auf frühere Reisen längs der Nordküste der Alten Welt. Bd. 2	ger	polishpublicdomain
youtube-oM5g753_gE4	2022-05-07T00:00:00Z	2022	AfD-Fraktion Sachsen-Anhalt	Rückblick der jüngsten Plenarwoche		altcensored; fringe; deemphasize
echoesfrommoravi00dvok	1901-01-01T00:00:00Z	1901	Dvořák, Antonín, 1841-1904	Echoes from Moravia, op. 32; thirteen 2-part songs for soprano and alto, with pianoforte acc. Klänge aus Mähren	eng	vocalmusic; facultyofmusic; toronto; university_of_toronto
IA41533922_0171	1920-02-23T00:00:00Z	1920	Klippel, Annemarie	Die völkerrechtlichen Grundlagen der deutschen Königsrechte auf Italien: Teildruck: Kapitel 1-4 u. Rückblick.	German	theses-and-dissertations; leiden-university
bub_br_1918_01635300	1854-01-01T00:00:00Z	1854		Rückblick auf den Krieg gegen Rosas und die Schicksale der deutschen Truppe im Dienste Brasilens. Von einem Augenzeugen	German	europeanlibraries
g8vy9cnq1ag9exeljpgmjwtgcu8owvgkyh8ycbx6	2023-06-17T00:00:00Z	2023	Amen: Treffen sich zwei Pfarrer...	143: Kirchentag: Rückblick		podcasts_mirror_bobarchives; podcasts_mirror
kulturderaltenk00grupgoog	1905-01-01T00:00:00Z	1905	Georg Grupp	Kultur der alten Kelten und Germanen: Mit einem Rückblick auf die Urgeschichte	German	americana
b24927132	1882-01-01T00:00:00Z	1882	Hofmann, August Wilhelm von, 1818-1892; University of Glasgow. Library	Berliner Alchemisten und Chemiker : Rückblick auf die Entwickelung der chemischen Wissenschaft in der Mark ; Rede gehalten zur Feier des Stiftungstages der militärärztlichen Bildun	ger	universityofglasgow; ukmhl; medicalheritagelibrary; europeanlibraries; medicallibrary; fav-swswswswsw
10027924bsb	1841-01-01T00:00:00Z	1841	Theiner, Augustin	Die neuesten Zustände der Katholischen Kirche beider Ritus in Polen und Rußland seit Katharina II. bis auf unsere Tage: mit einem Rückblick auf die Russische Kirche und ihre Stellu	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10129416bsb	1852-01-01T00:00:00Z	1852	Pfeiffer, Georg Wilhelm	Klänge und Bilder aus Frankfurt und Sachsenhausen: den Freunden des Scherzes in heimischer Mundart dargebracht. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
twitch-vod-v399351461	2019-03-22T00:00:00Z	2019	freiraumreh	Highlight: Rückblick Türkeiaufenthalt		twitchstreams; social-media-video; additional_collections_video; deemphasize
askariklange				Askari Klänge Paul Hentschel Bundeskapelle Berlin des Deutschen Kolonialkrieger-Bundes - Dirigent: Stabskapellmeister Paul Hentschel		20thcenturygermanvinyl; folksoundomy_music; folksoundomy
bub_gb_8-SfAAAAMAAJ	1882-01-01T00:00:00Z	1882	Nordenskiöld, A. E. (Adolf Erik), 1832-1901	Die umsegelung Asiens und Europas auf der Vega : mit einem hiftorischen Ruckblick auf fruhere reifen langs der Nordkuste der Nordkufte der Alten Welt	ger	americana
youtube-i2ozZtKaxjQ	2020-03-18T00:00:00Z	2020	AfD-Fraktion im Thüringer Landtag	Ein Rückblick auf das erste reguläre Plenum von unserem Abgeordneten Denny Jankowski		altcensored; fringe; deemphasize
u7nyyp3jxlpcap3gymcppap25lqasf7ntobw9y8m	2024-07-11T00:00:00Z	2024	Wrestling-Infos.de Podcast	Zwischen Genie und Wahnsinn: Warum sich am Leiter-Match der Damen die Geister scheiden - Willst Du was gelten, mach dich selten: Ist die Fanliebe für Roman Reigns Segen, Risiko ode		podcasts_miscellaneous; podcasts
11123758bsb	1911-01-01T00:00:00Z	1911	Ergang, Carl F. H.	Untersuchungen zum Maschinenproblem in der Volkswirtschaftslehre: Rückblick und Ausblick ; eine dogmengeschichtliche Studie mit besonderer Berücksichtigung der klassischen Schule. 	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11388629bsb	1879-01-01T00:00:00Z	1879	Ruebsam, Josef	Heinrich V von Weilnau, Fürstabt von Fulda (1288 - 1313) nebst einem Rückblick auf die Kirchen- u. staatsrechtliche Stellung der exemten und reichsunmittelbaren Abtei Fulda. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11490911bsb	1882-01-01T00:00:00Z	1882	Köhler, J.	Rückblick auf die Entwicklung des höheren Schulwesens in Emmerich von seinen Anfängen bis auf die Gegenwart: Nachtrag. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
micro_IA40244210_1678	2009-01-01T00:00:00Z	2009		Bureau du Québec à Berlin Rückblick auf 10 Jahre : rétrospective d'une décennie d'activités	fre; ger	microlog; microfiche
10470236bsb	1855-01-01T00:00:00Z	1855	Albers, Johann Friedrich Hermann	Memoranda der Psychiatrie oder Kurzgefasste Darstellung d. Pathologie u. Therapie d. mit Irresein verbundenen Krankheiten nebst Rückblick auf die gerichtsärztl. Beurtheilung dersel	German	german-online-libraries; booksbylanguage_german; booksbylanguage
volkslehrer-ruckblick-auf-eine-ereignisreiche-woche-mit-adolf-hitler	2022-01-17T00:00:00Z	2022	Der Volkslehrer	# Volkslehrer : Rückblick auf eine ereignisreiche Woche mit Adolf Hitler		opensource_movies; community
10312546bsb	1869-01-01T00:00:00Z	1869	Zettel, Karl	Erste Klänge: Dichtungen	German	german-online-libraries; booksbylanguage_german; booksbylanguage
FAUfeministischeKaempfe	2022-03-05T00:00:00Z	2022	Anarchistischer Hörfunk aus Dresden	Rückblick und Ausblick- femStreik in Dresden	ger	opensource_audio; community
jd2mk7fms8i4zyh1y0vntgeo28vw4pvvta30rxyn	2021-01-08T00:00:00Z	2021	Tuner Lifestyle	Rückblick in die Zukunft		podcasts_mirror_bobarchives; podcasts_mirror
zzcsmsoj3k47jab5cmplg6lr7yqbmtqjk1rvcpbm	2015-01-18T00:00:00Z	2015	Startupradio.de	Startup-News (Dezember 2014) und Rückblick auf das letzte Jahr		podcasts_mirror_bobarchives; podcasts_mirror
github.com-klange-toaruos_-_2023-03-28_13-57-08	2023-03-28T00:00:00Z	2023	klange	github.com-klange-toaruos_-_2023-03-28_13-57-08		github_narabot_mirror
KAU08_so_1300_Die_Tagung_im_Rueckblick	2008-01-01T00:00:00Z	2008		KAU08 Die Tagung im Rückblick		opensource_movies; community
askari-klange				Askari-Klänge (Marsch d.Askaris) unter Verw. d. Wecksignale d. deutsch-farb. Schutztruppen Paul Hentschel Paul Hentschel (Ehem. Musikmeister d. Schutztruppe f. Kamerun) Bundeskapel		20thcenturygermanvinyl; folksoundomy_music; folksoundomy; fav-busterkeaton5
derchristlichead00nippuoft	1893-01-01T00:00:00Z	1893	Nippold, Friedrich	Der christliche Adel deutscher Nation; ein Rückblick und Ausblick auf seine Vergangenheit und Zukunft, mit besonderer Beziehung auf die deutsche Adelsgenossenschaft und das Adelsbl	ger	robarts; toronto; university_of_toronto
youtube-vGc0a3NU5Bs	2022-12-29T00:00:00Z	2022	MISS-VERSTEHEN SIE MICH RICHTIG	Spezial: Der Rückblick 2022		mirrortube; social-media-video; additional_collections_video; deemphasize
rckblickaufdas00kr	1828-01-01T00:00:00Z	1828	Krämer, August	Rückblick auf das Leben Carl Alexander's, Fürsten von Thurn und Taxis, Fürsten zu Buchau und Krotoszÿn : eine biographische Denkschrift	ger	uconn_libraries; blc; americana
youtube-BN8Z2GefZbY	2020-12-31T00:00:00Z	2020	media.ccc.de	#rC3 - Rückblick auf ein turbulentes Jahr digitale Schule - english translation		mirrortube; social-media-video; additional_collections_video; deemphasize
ExtremeRulesReview				WR - Extreme Rules Review/Rückblick	ger	podcasts_miscellaneous; podcasts
youtube-KiyYnkTh4yg	2021-01-01T00:00:00Z	2021	MOSSAD	Silvester 2020 in Neukölln: 01.01.2020 Rückblick ~ Bürgerkriegsähnliche Zustände/		altcensored; fringe; deemphasize
IA41542702_0121	1905-10-26T00:00:00Z	1905	Gaertner, Wilhelm	Die Voraussetzungen der Gewährleistung beim Viehhandel nach den §§ 481 ff. B.G.B.: mit einem Rückblick auf die Entwicklung der Währungsvoraussetzungen im römischen und deutschen Re	German	theses-and-dissertations; leiden-university
