OK	rc-peace-war-1899	https://archive.org/download/redcrossinpea00bart/redcrossinpea00bart_djvu.txt	1695357 chars
OK	rc-peace-war-1899-DUPSCAN	https://archive.org/download/redcrossinpeacew0000bart/redcrossinpeacew0000bart_djvu.txt	1699699 chars
OK	rc-peace-war-1899-DUPSCAN2	https://archive.org/download/cu31924074466842/cu31924074466842_djvu.txt	1695341 chars
OK	rc-peace-war-1906	https://archive.org/download/redcrossinpeacew00bartrich/redcrossinpeacew00bartrich_djvu.txt	1693574 chars
OK	rc-peace-war-1910	https://archive.org/download/redcrossinpeacew00bart/redcrossinpeacew00bart_djvu.txt	1699446 chars
OK	rc-peace-war-1912	https://archive.org/download/redcrossinpeacew0000clar/redcrossinpeacew0000clar_djvu.txt	1489231 chars
OK	rc-history-1898	https://archive.org/download/b24883591/b24883591_djvu.txt	1633804 chars
OK	rc-history-1898-DUPSCAN	https://archive.org/download/redcrossahistor02bartgoog/redcrossahistor02bartgoog_djvu.txt	1679030 chars
OK	rc-history-1898-DUPSCAN2	https://archive.org/download/redcrossahistor00bartgoog/redcrossahistor00bartgoog_djvu.txt	1685616 chars
OK	rc-history-1898-DUPSCAN3	https://archive.org/download/redcrossahistor01bartgoog/redcrossahistor01bartgoog_djvu.txt	1638680 chars
OK	rc-history-1898-NLM	https://archive.org/download/60531090R.nlm.nih.gov/60531090R_djvu.txt	1447584 chars
OK	story-rc-1904	https://archive.org/download/storyofredcrossg00bart/storyofredcrossg00bart_djvu.txt	267156 chars
OK	story-rc-1904-DUPSCAN	https://archive.org/download/b24866039/b24866039_djvu.txt	263887 chars
OK	story-rc-1915	https://archive.org/download/storyofredcrossg00bart_0/storyofredcrossg00bart_0_djvu.txt	264970 chars
OK	story-rc-1917	https://archive.org/download/AStoryOfTheRedCross1917/AStoryOfTheRedCross1917_djvu.txt	236310 chars
OK	story-rc-1918	https://archive.org/download/AStoryOfTheRedCross1918/AStoryOfTheRedCross1918_djvu.txt	236114 chars
OK	story-rc-GUT	https://archive.org/download/astoryoftheredcr30230gut/30230-8.txt	238233 chars
OK	story-rc-1904-DUPSCAN2	https://archive.org/download/AStoryOfTheRedCrossGlimpsesOfFieldWork/story_red_cross_Barton_djvu.txt	231155 chars
OK	story-my-childhood-1907	https://archive.org/download/storyofmychildho00bart/storyofmychildho00bart_djvu.txt	110843 chars
OK	andersonville-1866	https://archive.org/download/listofunionsoldi00atwa/listofunionsoldi00atwa_djvu.txt	876546 chars
OK	andersonville-1866-DUPSCAN	https://archive.org/download/cu31924030910701/cu31924030910701_djvu.txt	869265 chars
OK	andersonville-1866-DUPSCAN2	https://archive.org/download/UnionSoldiersBuriedAtAndersonville/UnionSoldiersBuriedAtAndersonville_djvu.txt	720089 chars
OK	andersonville-1866-DUPSCAN3	https://archive.org/download/listofunionsoldi01atwa/listofunionsoldi01atwa_djvu.txt	878833 chars
OK	andersonville-1868	https://archive.org/download/listofunionsoldi03atwa/listofunionsoldi03atwa_djvu.txt	869327 chars
OK	andersonville-1890	https://archive.org/download/listofunionsoldi02atwa/listofunionsoldi02atwa_djvu.txt	190324 chars
OK	asia-minor-1896	https://archive.org/download/reportamericasre00amer/reportamericasre00amer_djvu.txt	292390 chars
OK	asia-minor-1896-DUPSCAN	https://archive.org/download/secretarysrepor09goog/secretarysrepor09goog_djvu.txt	230837 chars
OK	asia-minor-1896-DUPSCAN2	https://archive.org/download/secretarysrepor08goog/secretarysrepor08goog_djvu.txt	167589 chars
OK	rc-in-cuba-1898	https://archive.org/download/101648497.nlm.nih.gov/101648497_djvu.txt	30277 chars
OK	rc-hospital-camp-1887	https://archive.org/download/62440320R.nlm.nih.gov/62440320R_djvu.txt	24338 chars
OK	geneva-convention-1881	https://archive.org/download/60621540R.nlm.nih.gov/60621540R_djvu.txt	143121 chars
OK	relief-reports-1898-99	https://archive.org/download/reportsmay1898ma01amer/reportsmay1898ma01amer_djvu.txt	776452 chars
OK	philanthropy-johnstown-1889	https://archive.org/download/jstor-25101835/25101835_djvu.txt	21394 chars
OK	work-observations-cuba-1898	https://archive.org/download/jstor-25118997/25118997_djvu.txt	20205 chars
OK	epler-life-1915	https://archive.org/download/lifeofclarabarto00epleuoft/lifeofclarabarto00epleuoft_djvu.txt	1191999 chars
OK	webarton-life-v1-1922	https://archive.org/download/lifeofclarabarto01bart/lifeofclarabarto01bart_djvu.txt	642837 chars
OK	webarton-life-v2-1922	https://archive.org/download/lifeofclarabarto02bart/lifeofclarabarto02bart_djvu.txt	798895 chars
OK	young-centenary-1922	https://archive.org/download/clarabartoncente00youn/clarabartoncente00youn_djvu.txt	770719 chars
OK	memorial-addresses-1912	https://archive.org/download/cu31924030292365/cu31924030292365_djvu.txt	204268 chars
OK	bacon-foster-1918	https://archive.org/download/clarabartonhuma00bacogoog/clarabartonhuma00bacogoog_djvu.txt	156279 chars
OK	harper-life-work-1912	https://archive.org/download/jstor-25119760/25119760_djvu.txt	30961 chars
OK	heroines-of-service-1917	https://archive.org/download/heroinesofservic00park/heroinesofservic00park_djvu.txt	348878 chars
OK	pacific-slope-record-1902	https://archive.org/download/arecordredcross00crosgoog/arecordredcross00crosgoog_djvu.txt	905247 chars
OK	diary-1849-jan-23-nov-5-includes-poems	https://tile.loc.gov/storage-services/service/gdc/gdccrowd/mss/mss11973/001/0000/001_0027_0078.txt	34252 chars
OK	diary-1851-oct-11-nov-5-1852-feb-1-may-27-1853-1857	https://tile.loc.gov/storage-services/service/gdc/gdccrowd/mss/mss11973/001/0000/001_0079_0151.txt	50038 chars
OK	diary-1851-nov-diary-note	https://tile.loc.gov/storage-services/service/gdc/gdccrowd/mss/mss11973/001/0100/001_0152_0155.txt	3396 chars
